"","movie_index","original_title","moviesynthesis","neigbhoors"
1757,1757,"Lake Placid","{'movie_id':'9825','original_title':'Lake Placid','overview':'When a man is eaten alive by an unknown creature; the local Game Warden teams up with a paleontologist from New York to find the beast. Add to the mix an eccentric philanthropist with a penchant for °Crocs°; and here we go! This quiet; remote lake is suddenly the focus of an intense search for a crocodile with a taste for live animals...and people!','tagline':'You°ll never know what bit you.','main_category':'Comedy','homepage':'http://www.allocine.fr/recherche/?q='}","{'neighb1':'735','neighb2':'1626','neighb3':'1715','neighb4':'3988','neighb5':'4734'}"
1758,1758,"Lucky Number Slevin","{'movie_id':'186','original_title':'Lucky Number Slevin','overview':'Slevin is mistakenly put in the middle of a personal war between the city’s biggest criminal bosses. Under constant watch; Slevin must try not to get killed by an infamous assassin and come up with an idea of how to get out of his current dilemma. A film with many twists and turns.','tagline':'Wrong Time. Wrong Place. Wrong Number.','main_category':'Thriller','homepage':'http://www.allocine.fr/recherche/?q='}","{'neighb1':'3541','neighb2':'1009','neighb3':'1046','neighb4':'1047','neighb5':'1752'}"
1759,1759,"The Right Stuff","{'movie_id':'9549','original_title':'The Right Stuff','overview':'A chronicle of the original Mercury astronauts in the formation of America°s space program: Alan Shepherd; the first American in space; Gus Grissom; the benighted astronaut for whom nothing works out as planned; John Glenn; the straight-arrow °boy scout° of the bunch who was the first American to orbit the earth; and the remaining pilots: Deke Slayton; Scott Carpenter and Wally Schirra.','tagline':'How the future began.','main_category':'History','homepage':'http://www.allocine.fr/recherche/?q='}","{'neighb1':'1852','neighb2':'1387','neighb3':'3570','neighb4':'1875','neighb5':'1706'}"
1760,1760,"Anonymous","{'movie_id':'61891','original_title':'Anonymous','overview':'Set against the backdrop of the succession of Queen Elizabeth I; and the Essex Rebellion against her; the story advances the theory that it was in fact Edward De Vere; Earl of Oxford who penned Shakespeare°s plays.','tagline':'Was Shakespeare a Fraud?','main_category':'History','homepage':'http://www.anonymous-movie.com/'}","{'neighb1':'647','neighb2':'378','neighb3':'1181','neighb4':'2123','neighb5':'1828'}"
1761,1761,"The Neverending Story","{'movie_id':'34584','original_title':'The Neverending Story','overview':'While hiding from bullies in his school°s attic; a young boy discovers the extraordinary land of Fantasia; through a magical book called The Neverending Story. The book tells the tale of Atreyu; a young warrior who; with the help of a luck dragon named Falkor; must save Fantasia from the destruction of The Nothing.','tagline':'A boy who needs a friend finds a world that needs a hero in a land beyond imagination!','main_category':'Family','homepage':'http://www.allocine.fr/recherche/?q='}","{'neighb1':'1918','neighb2':'2826','neighb3':'1423','neighb4':'743','neighb5':'2184'}"
1762,1762,"Dark City","{'movie_id':'2666','original_title':'Dark City','overview':'A man struggles with memories of his past; including a wife he cannot remember; in a nightmarish world with no sun and run by beings with telekinetic powers who seek the souls of humans.','tagline':'A world where the night never ends.','main_category':'Science_Fiction','homepage':'http://www.allocine.fr/recherche/?q='}","{'neighb1':'2638','neighb2':'2389','neighb3':'3624','neighb4':'4039','neighb5':'2654'}"
1763,1763,"The Duchess","{'movie_id':'12783','original_title':'The Duchess','overview':'A chronicle of the life of 18th century aristocrat Georgiana; Duchess of Devonshire; who was reviled for her extravagant political and personal life.','tagline':'Based on the incredible true story.','main_category':'History','homepage':'http://www.theduchessmovie.com/'}","{'neighb1':'3229','neighb2':'2613','neighb3':'2494','neighb4':'3410','neighb5':'2910'}"
1764,1764,"Return to Oz","{'movie_id':'13155','original_title':'Return to Oz','overview':'Dorothy; saved from a psychiatric experiment by a mysterious girl; finds herself back in the land of her dreams; and makes delightful new friends; and dangerous new enemies.','tagline':'An all-new adventure down the yellow brick road.','main_category':'Family','homepage':'http://movies.disney.com/return-to-oz'}","{'neighb1':'4301','neighb2':'1718','neighb3':'3281','neighb4':'1494','neighb5':'3886'}"
1765,1765,"The Newton Boys","{'movie_id':'42807','original_title':'The Newton Boys','overview':'Four Newton brothers are a poor farmer family in the 1920s. The oldest of them; Willis; one day realizes that there°s no future in the fields and offers his brothers to become a bank robbers. Soon the family agrees. They become very famous robbers; and five years later execute the greatest train robbery in American history.','tagline':'Four Brothers. Four Criminals. For The Money... They Would Stop At Nothing.','main_category':'Action','homepage':'http://www.allocine.fr/recherche/?q='}","{'neighb1':'3209','neighb2':'2645','neighb3':'3231','neighb4':'4033','neighb5':'1954'}"
1766,1766,"Case 39","{'movie_id':'28355','original_title':'Case 39','overview':'In her many years as a social worker; Emily Jenkins believes she has seen it all; until she meets 10-year-old Lilith and the girl°s cruel parents. Emily°s worst fears are confirmed when the parents try to harm the child; and so Emily assumes custody of Lilith while she looks for a foster family. However; Emily soon finds that dark forces surround the seemingly innocent girl; and the more she tries to protect Lilith; the more horrors she encounters.','tagline':'Some cases should  never be opened.','main_category':'Mystery','homepage':'http://www.case39movie.com/mainsite/'}","{'neighb1':'1800','neighb2':'1410','neighb3':'1845','neighb4':'2773','neighb5':'2998'}"
1767,1767,"Suspect Zero","{'movie_id':'8080','original_title':'Suspect Zero','overview':'A killer is on the loose; and an FBI agent sifts through clues and learns that the bloodthirsty felon°s victims of choice are other serial killers.','tagline':'Who°s next?','main_category':'Thriller','homepage':'http://www.allocine.fr/recherche/?q='}","{'neighb1':'1928','neighb2':'2040','neighb3':'2265','neighb4':'2439','neighb5':'2150'}"
1768,1768,"Martian Child","{'movie_id':'5126','original_title':'Martian Child','overview':'A recently-widowed; science fiction writer considers whether to adopt a hyper-imaginative 6-year-old abandoned and socially-rejected boy who says he°s really from Mars.','tagline':'doesn°t matter where you come from; as long as you find where you belong!','main_category':'','homepage':'http://www.allocine.fr/recherche/?q='}","{'neighb1':'2087','neighb2':'549','neighb3':'373','neighb4':'843','neighb5':'3024'}"
1769,1769,"Spy Kids; All the Time in the World","{'movie_id':'56288','original_title':'Spy Kids; All the Time in the World','overview':'Eight years after the third film; the OSS has become the world°s top spy agency; while the Spy Kids department has since become defunct. A retired spy Marissa (Jessica Alba) is thrown back into the action along with her stepchildren when a maniacal Timekeeper (Jeremy Piven) attempts to take over the world. In order to save the world; Rebecca (Rowan Blanchard) and Cecil (Mason Cook) must team up with their hated stepmother. Carmen and Juni have since also grown up and will provide gadgets to them.','tagline':' ','main_category':'Comedy','homepage':'http://spykidsmovie.net/'}","{'neighb1':'1505','neighb2':'1324','neighb3':'1077','neighb4':'1973','neighb5':'2508'}"
1770,1770,"Money Monster","{'movie_id':'303858','original_title':'Money Monster','overview':'Financial TV host Lee Gates and his producer Patty are put in an extreme situation when an irate investor takes over their studio.','tagline':'Not every conspiracy is a theory.','main_category':'','homepage':'http://www.allocine.fr/recherche/?q='}","{'neighb1':'1071','neighb2':'1993','neighb3':'1716','neighb4':'2430','neighb5':'1846'}"
1771,1771,"The 51st State","{'movie_id':'1613','original_title':'The 51st State','overview':'Elmo McElroy is a streetwise American master chemist who heads to England to sell his special new formula - a powerful; blue concoction guaranteed to take you to °the 51st state.° McElroy°s new product delivers a feeling 51 times more powerful than any thrill; any pleasure; any high in history. But his plans for a quick; profitable score go comically awry when he gets stuck in Liverpool with an unlikely escort and his ex-girlfriend and becomes entangled in a bizarre web of double-dealing and double-crosses.','tagline':'Nice Wheels. Dirty Deals. And One Mean Mother In A Kilt.','main_category':'Action','homepage':'http://www.allocine.fr/recherche/?q='}","{'neighb1':'3144','neighb2':'3819','neighb3':'2775','neighb4':'1753','neighb5':'1024'}"
1772,1772,"Flawless","{'movie_id':'31582','original_title':'Flawless','overview':'An ultraconservative police officer suffers a debilitating stroke and is assigned to a rehabilitative program that includes singing lessons - with the drag queen next door.','tagline':' ','main_category':'Drama','homepage':'http://www.allocine.fr/recherche/?q='}","{'neighb1':'2876','neighb2':'3927','neighb3':'3590','neighb4':'4394','neighb5':'4510'}"
1773,1773,"Mindhunters","{'movie_id':'16617','original_title':'Mindhunters','overview':'Trainees in the FBI°s psychological profiling program must put their training into practice when they discover a killer in their midst.','tagline':'For seven elite profilers; finding a serial killer is a process of elimination. Their own.','main_category':'Thriller','homepage':'http://www.mindhunters-thefilm.com/'}","{'neighb1':'1675','neighb2':'2635','neighb3':'1209','neighb4':'1592','neighb5':'3048'}"
1774,1774,"What Just Happened","{'movie_id':'8944','original_title':'What Just Happened','overview':'During the course of an ordinary week in Hollywood; movie producer Ben (Robert De Niro) must navigate his way through shark-infested waters as he struggles to complete his latest projects. A demanding studio boss (Catherine Keener) demands extensive changes to a movie starring Sean Penn; while another chief won°t greenlight a project unless star Bruce Willis shaves his beard. Meanwhile; Ben tries to reconcile with his wife and maintain a relationship with his young daughter.','tagline':'Admit nothing.','main_category':'Drama','homepage':'http://whatjusthappenedfilm.com/'}","{'neighb1':'1631','neighb2':'1223','neighb3':'1295','neighb4':'1958','neighb5':'1746'}"
1775,1775,"The Statement","{'movie_id':'41488','original_title':'The Statement','overview':'The film is set in France in the 1990s; the French were defeated by the Germans early in World War II; an armistice was signed in 1940 which effectively split France into a German occupied part in the North and a semi-independent part in the south which became known as Vichy France. In reality the Vichy government was a puppet regime controlled by the Germans. Part of the agreement was that the Vichy Government would assist with the °cleansing° of Jews from France. The Vichy government formed a police force called the Milice; who worked with the Germans...','tagline':'At the end of World War II; many of those involved in war crimes were prosecuted. Some got away. Until now.','main_category':'Thriller','homepage':'http://www.allocine.fr/recherche/?q='}","{'neighb1':'881','neighb2':'4168','neighb3':'3400','neighb4':'3489','neighb5':'4475'}"
